cve_concatenada,sequia,racha,full_date_start_racha,full_date_end_racha,racha_dias
7013,Sin sequia,42,2013-05-31,2015-06-15,745 days
7014,D0,23,2017-08-31,2018-07-31,334 days
7014,D1,9,2004-09-30,2005-05-31,243 days
7014,D2,4,2009-09-30,2009-12-31,92 days
7014,D3,2,2010-01-31,2010-02-28,28 days
7014,Sin sequia,42,2013-05-31,2015-06-15,745 days
7015,D0,15,2018-09-15,2019-04-15,212 days
7015,D1,10,2015-11-30,2016-04-15,137 days
7015,D2,13,2016-04-30,2016-10-31,184 days
7015,D3,2,2010-05-31,2010-06-30,30 days
7015,Sin sequia,31,2010-08-31,2013-02-28,912 days
7016,D0,6,2013-03-31,2013-08-31,153 days
7016,D1,11,2016-12-31,2017-05-31,151 days
7016,D2,12,2019-04-15,2019-09-30,168 days
7016,D3,6,2009-09-30,2010-02-28,151 days
7016,Sin sequia,18,2011-09-30,2013-02-28,517 days
7017,D0,13,2020-10-31,2021-04-30,181 days
7017,D1,10,2016-03-15,2016-07-31,138 days
7017,D2,4,2010-02-28,2010-05-31,92 days
7017,Sin sequia,44,2013-05-31,2015-07-15,775 days
7018,D0,13,2019-11-15,2020-05-15,182 days
7018,D1,9,2004-09-30,2005-05-31,243 days
7018,D2,6,2018-08-15,2018-10-31,77 days
7018,D3,1,2010-02-28,2010-02-28,0 days
7018,Sin sequia,44,2013-05-31,2015-07-15,775 days
7019,D0,15,2016-10-31,2017-05-31,212 days
7019,D1,18,2018-09-15,2019-05-31,258 days
7019,D2,7,2009-09-30,2010-03-31,182 days
7019,Sin sequia,21,2011-07-31,2013-03-31,609 days
7020,D0,16,2017-05-31,2018-01-15,229 days
7020,D1,9,2004-09-30,2005-05-31,243 days
7020,D2,6,2010-01-31,2010-06-30,150 days
7020,Sin sequia,23,2011-05-31,2013-03-31,670 days
7021,D0,13,2019-11-15,2020-05-15,182 days
7021,D1,9,2004-09-30,2005-05-31,243 days
7021,D2,6,2018-08-15,2018-10-31,77 days
7021,D3,1,2010-02-28,2010-02-28,0 days
7021,Sin sequia,44,2013-05-31,2015-07-15,775 days
7022,D0,28,2017-06-15,2018-07-31,411 days
7022,D1,9,2004-09-30,2005-05-31,243 days
7022,D2,4,2009-09-30,2009-12-31,92 days
7022,D3,2,2010-01-31,2010-02-28,28 days
7022,Sin sequia,42,2013-05-31,2015-06-15,745 days
7023,D0,15,2017-06-15,2018-01-15,214 days
7023,D1,9,2004-09-30,2005-05-31,243 days
7023,D2,5,2009-09-30,2010-01-31,123 days
7023,D3,1,2010-02-28,2010-02-28,0 days
7023,Sin sequia,36,2013-05-31,2015-03-15,653 days
7024,D0,18,2022-12-15,2023-09-15,274 days
7024,D1,19,2018-08-15,2019-05-15,273 days
7024,D2,7,2009-09-30,2010-03-31,182 days
7024,Sin sequia,20,2011-07-31,2013-02-28,578 days
7025,D0,6,2003-03-31,2003-09-30,183 days
7025,D1,8,2004-09-30,2005-04-30,212 days
7025,D2,6,2018-08-15,2018-10-31,77 days
7025,D3,2,2010-04-30,2010-05-31,31 days
7025,Sin sequia,44,2013-05-31,2015-07-15,775 days
7026,D0,30,2017-05-15,2018-07-31,442 days
7026,D1,18,2018-08-15,2019-04-30,258 days
7026,D2,5,2009-09-30,2010-01-31,123 days
7026,D3,1,2010-02-28,2010-02-28,0 days
7026,Sin sequia,42,2013-05-31,2015-06-15,745 days
7027,D0,12,2021-10-15,2022-03-31,167 days
7027,D1,18,2019-03-15,2019-11-30,260 days
7027,D2,4,2010-03-31,2010-06-30,91 days
7027,D3,1,2010-02-28,2010-02-28,0 days
7027,Sin sequia,18,2011-07-31,2012-12-31,519 days
7028,D0,11,2019-06-30,2019-11-30,153 days
7028,D1,9,2004-09-30,2005-05-31,243 days
7028,D2,9,2009-09-30,2010-05-31,243 days
7028,Sin sequia,36,2013-05-31,2015-03-15,653 days
7029,D0,13,2019-11-15,2020-05-15,182 days
7029,D1,9,2004-09-30,2005-05-31,243 days
7029,D2,2,2009-12-31,2010-01-31,31 days
7029,D3,1,2010-02-28,2010-02-28,0 days
7029,Sin sequia,44,2013-05-31,2015-07-15,775 days
7030,D0,7,2006-08-31,2007-02-28,181 days
7030,D1,14,2019-03-31,2019-10-15,198 days
7030,D2,3,2009-09-30,2009-11-30,61 days
7030,Sin sequia,61,2011-05-31,2015-03-31,1400 days
7031,D0,25,2017-01-15,2018-01-15,365 days
7031,D1,19,2023-07-31,2024-04-30,274 days
7031,D2,32,2018-08-31,2019-12-15,471 days
7031,Sin sequia,44,2013-05-31,2015-07-15,775 days
7032,D0,17,2019-08-15,2020-04-15,244 days
7032,D1,11,2015-06-30,2015-11-30,153 days
7032,D2,6,2010-01-31,2010-06-30,150 days
7032,Sin sequia,34,2010-08-31,2013-05-31,1004 days
7033,D0,6,2003-03-31,2003-09-30,183 days
7033,D1,9,2004-09-30,2005-05-31,243 days
7033,D2,6,2018-08-15,2018-10-31,77 days
7033,D3,1,2010-02-28,2010-02-28,0 days
7033,Sin sequia,44,2013-05-31,2015-07-15,775 days
7034,D0,14,2015-12-31,2016-07-15,197 days
7034,D1,11,2018-11-30,2019-04-30,151 days
7034,D2,3,2009-09-30,2009-11-30,61 days
7034,Sin sequia,46,2011-05-31,2014-08-15,1172 days
7035,D0,6,2008-10-31,2009-03-31,151 days
7035,D1,4,2019-04-30,2019-06-15,46 days
7035,D2,5,2016-04-30,2016-06-30,61 days
7035,D3,4,2010-04-30,2010-07-31,92 days
7035,Sin sequia,58,2013-06-30,2016-02-29,974 days
7036,D0,10,2019-02-28,2019-07-15,137 days
7036,D1,9,2023-06-15,2023-10-15,122 days
7036,D2,3,2009-09-30,2009-11-30,61 days
7036,Sin sequia,60,2011-05-31,2015-03-15,1384 days
7037,D0,15,2018-09-15,2019-04-15,212 days
7037,D1,8,2015-07-31,2015-11-15,107 days
7037,D2,8,2016-04-30,2016-08-15,107 days
7037,D3,4,2010-04-30,2010-07-31,92 days
7037,Sin sequia,31,2010-08-31,2013-02-28,912 days
7038,D0,23,2015-01-15,2015-12-15,334 days
7038,D1,19,2018-08-15,2019-05-15,273 days
7038,D2,7,2009-09-30,2010-03-31,182 days
7038,Sin sequia,20,2011-07-31,2013-02-28,578 days
7039,D0,23,2017-07-15,2018-06-15,335 days
7039,D1,9,2004-09-30,2005-05-31,243 days
7039,D2,4,2009-09-30,2009-12-31,92 days
7039,D3,5,2018-08-31,2018-10-31,61 days
7039,Sin sequia,51,2020-09-30,2022-10-31,761 days
7040,D0,15,2018-09-15,2019-04-15,212 days
7040,D1,8,2023-06-15,2023-09-30,107 days
7040,D2,4,2010-01-31,2010-04-30,89 days
7040,D3,2,2010-05-31,2010-06-30,30 days
7040,Sin sequia,31,2010-08-31,2013-02-28,912 days
7041,D0,17,2021-10-15,2022-06-15,243 days
7041,D1,29,2015-10-31,2016-12-31,427 days
7041,D2,7,2018-08-31,2018-11-30,91 days
7041,D3,1,2007-06-30,2007-06-30,0 days
7041,Sin sequia,18,2011-07-31,2012-12-31,519 days
7042,D0,11,2023-05-31,2023-10-31,153 days
7042,D1,9,2004-09-30,2005-05-31,243 days
7042,D2,4,2009-09-30,2009-12-31,92 days
7042,D3,2,2010-04-30,2010-05-31,31 days
7042,Sin sequia,44,2013-05-31,2015-07-15,775 days
7043,D0,5,2003-02-28,2003-06-30,122 days
7043,D1,8,2004-09-30,2005-04-30,212 days
7043,D2,2,2009-09-30,2009-10-31,31 days
7043,D3,5,2018-08-31,2018-10-31,61 days
7043,Sin sequia,59,2020-02-29,2022-07-31,883 days
7044,D0,15,2018-09-15,2019-04-15,212 days
7044,D1,9,2004-09-30,2005-05-31,243 days
7044,D2,2,2009-09-30,2009-10-31,31 days
7044,D3,1,2010-02-28,2010-02-28,0 days
7044,Sin sequia,36,2013-05-31,2015-03-15,653 days
7045,D0,5,2003-02-28,2003-06-30,122 days
7045,D1,8,2004-09-30,2005-04-30,212 days
7045,D2,3,2009-09-30,2009-11-30,61 days
7045,D3,5,2018-08-31,2018-10-31,61 days
7045,Sin sequia,52,2020-05-15,2022-06-30,776 days
7046,D0,22,2019-06-30,2020-05-15,320 days
7046,D1,15,2023-09-30,2024-04-30,213 days
7046,D2,5,2010-01-31,2010-05-31,120 days
7046,Sin sequia,44,2013-05-31,2015-07-15,775 days
7047,D0,26,2017-06-15,2018-06-30,380 days
7047,D1,9,2004-09-30,2005-05-31,243 days
7047,D2,4,2009-09-30,2009-12-31,92 days
7047,D3,2,2010-01-31,2010-02-28,28 days
7047,Sin sequia,42,2013-05-31,2015-06-15,745 days
7048,D0,16,2017-05-31,2018-01-15,229 days
7048,D1,9,2008-12-31,2009-08-31,243 days
7048,D2,9,2017-01-15,2017-05-15,120 days
7048,D3,10,2019-06-15,2019-10-31,138 days
7048,Sin sequia,37,2013-05-31,2015-03-31,669 days
7049,D0,28,2017-06-15,2018-07-31,411 days
7049,D1,9,2004-09-30,2005-05-31,243 days
7049,D2,5,2009-09-30,2010-01-31,123 days
7049,D3,1,2010-02-28,2010-02-28,0 days
7049,Sin sequia,42,2013-05-31,2015-06-15,745 days
7050,D0,8,2023-06-15,2023-09-30,107 days
7050,D1,9,2004-09-30,2005-05-31,243 days
7050,D2,12,2019-04-30,2019-10-15,168 days
7050,D3,5,2009-10-31,2010-02-28,120 days
7050,Sin sequia,21,2011-08-31,2013-04-30,608 days
7051,D0,6,2008-10-31,2009-03-31,151 days
7051,D1,11,2015-06-30,2015-11-30,153 days
7051,D2,6,2010-01-31,2010-06-30,150 days
7051,Sin sequia,33,2010-07-31,2013-03-31,974 days
7052,D0,18,2021-09-30,2022-06-15,258 days
7052,D1,11,2018-12-15,2019-05-15,151 days
7052,D2,21,2016-01-15,2016-11-15,305 days
7052,D3,1,2007-06-30,2007-06-30,0 days
7052,Sin sequia,18,2011-07-31,2012-12-31,519 days
7053,D0,15,2019-02-28,2019-09-30,214 days
7053,D1,9,2023-06-15,2023-10-15,122 days
7053,D2,5,2010-02-28,2010-06-30,122 days
7053,Sin sequia,80,2011-05-31,2016-01-15,1690 days
7054,D0,6,2008-10-31,2009-03-31,151 days
7054,D1,5,2015-08-15,2015-10-15,61 days
7054,D2,6,2016-04-30,2016-07-15,76 days
7054,D3,4,2010-04-30,2010-07-31,92 days
7054,Sin sequia,21,2005-06-30,2007-02-28,608 days
7055,D0,6,2008-10-31,2009-03-31,151 days
7055,D1,8,2015-09-15,2015-12-31,107 days
7055,D2,5,2016-04-30,2016-06-30,61 days
7055,D3,4,2010-04-30,2010-07-31,92 days
7055,Sin sequia,21,2005-06-30,2007-02-28,608 days
7056,D0,18,2018-03-15,2018-11-30,260 days
7056,D1,9,2004-09-30,2005-05-31,243 days
7056,D2,5,2009-09-30,2010-01-31,123 days
7056,D3,1,2010-02-28,2010-02-28,0 days
7056,Sin sequia,36,2013-05-31,2015-03-15,653 days
7057,D0,16,2019-08-15,2020-03-31,229 days
7057,D1,9,2023-06-15,2023-10-15,122 days
7057,D2,6,2010-01-31,2010-06-30,150 days
7057,Sin sequia,35,2010-08-31,2013-06-30,1034 days
7058,D0,5,2003-09-30,2004-01-31,123 days
7058,D1,7,2004-09-30,2005-03-31,182 days
7058,D2,9,2009-09-30,2010-05-31,243 days
7058,Sin sequia,21,2011-07-31,2013-03-31,609 days
7059,D0,25,2017-01-15,2018-01-15,365 days
7059,D1,17,2016-04-30,2016-12-31,245 days
7059,D2,21,2023-06-30,2024-04-30,305 days
7059,D3,27,2018-10-31,2019-11-30,395 days
7059,Sin sequia,66,2011-07-31,2015-07-15,1445 days
7060,D0,13,2019-11-15,2020-05-15,182 days
7060,D1,9,2004-09-30,2005-05-31,243 days
7060,D2,6,2018-08-15,2018-10-31,77 days
7060,D3,1,2010-02-28,2010-02-28,0 days
7060,Sin sequia,44,2013-05-31,2015-07-15,775 days
7061,D0,13,2019-11-15,2020-05-15,182 days
7061,D1,15,2023-09-30,2024-04-30,213 days
7061,D2,3,2010-03-31,2010-05-31,61 days
7061,D3,1,2010-02-28,2010-02-28,0 days
7061,Sin sequia,36,2013-05-31,2015-03-15,653 days
7062,D0,7,2003-02-28,2003-09-30,214 days
7062,D1,8,2004-09-30,2005-04-30,212 days
7062,D2,8,2018-08-15,2018-11-30,107 days
7062,D3,2,2010-04-30,2010-05-31,31 days
7062,Sin sequia,71,2020-05-31,2023-05-15,1079 days
7063,D0,15,2018-09-15,2019-04-15,212 days
7063,D1,9,2004-09-30,2005-05-31,243 days
7063,D2,2,2009-12-31,2010-01-31,31 days
7063,D3,1,2010-02-28,2010-02-28,0 days
7063,Sin sequia,44,2013-05-31,2015-07-15,775 days
7064,D0,18,2015-01-15,2015-09-30,258 days
7064,D1,18,2018-08-31,2019-05-15,257 days
7064,D2,7,2009-09-30,2010-03-31,182 days
7064,Sin sequia,20,2011-07-31,2013-02-28,578 days
7065,D0,10,2021-08-15,2021-12-31,138 days
7065,D1,9,2004-09-30,2005-05-31,243 days
7065,D2,18,2018-07-31,2019-04-15,258 days
7065,D3,5,2009-10-31,2010-02-28,120 days
7065,Sin sequia,41,2013-08-31,2015-07-15,683 days
7066,D0,30,2017-05-15,2018-07-31,442 days
7066,D1,9,2004-09-30,2005-05-31,243 days
7066,D2,4,2009-09-30,2009-12-31,92 days
7066,D3,2,2010-01-31,2010-02-28,28 days
7066,Sin sequia,53,2020-09-30,2022-11-30,791 days
7067,D0,12,2017-06-15,2017-11-30,168 days
7067,D1,9,2004-09-30,2005-05-31,243 days
7067,D2,6,2018-08-15,2018-10-31,77 days
7067,D3,2,2010-01-31,2010-02-28,28 days
7067,Sin sequia,44,2013-05-31,2015-07-15,775 days
7068,D0,5,2003-02-28,2003-06-30,122 days
7068,D1,8,2004-09-30,2005-04-30,212 days
7068,D2,6,2019-08-15,2019-10-31,77 days
7068,D3,5,2018-08-31,2018-10-31,61 days
7068,Sin sequia,44,2013-05-31,2015-07-15,775 days
7069,D0,18,2016-12-31,2017-09-15,258 days
7069,D1,4,2005-02-28,2005-05-31,92 days
7069,D2,6,2010-01-31,2010-06-30,150 days
7069,Sin sequia,32,2010-07-31,2013-02-28,943 days
7070,D0,15,2019-02-28,2019-09-30,214 days
7070,D1,9,2023-06-15,2023-10-15,122 days
7070,D2,3,2009-09-30,2009-11-30,61 days
7070,Sin sequia,83,2011-05-31,2016-02-29,1735 days
7071,D0,6,2013-03-31,2013-08-31,153 days
7071,D1,11,2015-06-30,2015-11-30,153 days
7071,D2,8,2016-04-30,2016-08-15,107 days
7071,D3,2,2010-05-31,2010-06-30,30 days
7071,Sin sequia,31,2010-08-31,2013-02-28,912 days
7072,D0,19,2017-06-15,2018-03-15,273 days
7072,D1,9,2004-09-30,2005-05-31,243 days
7072,D2,4,2009-09-30,2009-12-31,92 days
7072,D3,2,2010-01-31,2010-02-28,28 days
7072,Sin sequia,44,2013-05-31,2015-07-15,775 days
7073,D0,12,2017-06-15,2017-11-30,168 days
7073,D1,9,2004-09-30,2005-05-31,243 days
7073,D2,6,2018-08-15,2018-10-31,77 days
7073,D3,2,2010-01-31,2010-02-28,28 days
7073,Sin sequia,44,2013-05-31,2015-07-15,775 days
7074,D0,16,2017-05-31,2018-01-15,229 days
7074,D1,8,2008-12-31,2009-07-31,212 days
7074,D2,8,2017-01-15,2017-04-30,105 days
7074,D3,10,2019-06-15,2019-10-31,138 days
7074,Sin sequia,22,2013-05-31,2014-08-15,441 days
7075,D0,5,2003-09-30,2004-01-31,123 days
7075,D1,22,2018-11-30,2019-10-15,319 days
7075,D2,7,2009-09-30,2010-03-31,182 days
7075,Sin sequia,20,2011-07-31,2013-02-28,578 days
7076,D0,9,2008-11-30,2009-07-31,243 days
7076,D1,9,2004-09-30,2005-05-31,243 days
7076,D2,3,2009-09-30,2009-11-30,61 days
7076,D3,5,2018-08-31,2018-10-31,61 days
7076,Sin sequia,54,2020-05-31,2022-08-15,806 days
7077,D0,6,2003-01-31,2003-06-30,150 days
7077,D1,9,2004-09-30,2005-05-31,243 days
7077,D2,34,2018-07-31,2019-12-15,502 days
7077,D3,5,2009-10-31,2010-02-28,120 days
7077,Sin sequia,38,2013-07-31,2015-05-15,653 days
7078,D0,21,2015-02-15,2015-12-15,303 days
7078,D1,9,2004-09-30,2005-05-31,243 days
7078,D2,9,2009-09-30,2010-05-31,243 days
7078,Sin sequia,33,2013-05-31,2015-01-31,610 days
7079,D0,15,2018-09-15,2019-04-15,212 days
7079,D1,9,2004-09-30,2005-05-31,243 days
7079,D2,2,2009-12-31,2010-01-31,31 days
7079,D3,1,2010-02-28,2010-02-28,0 days
7079,Sin sequia,44,2013-05-31,2015-07-15,775 days
7080,D0,13,2021-09-30,2022-03-31,182 days
7080,D1,12,2019-04-30,2019-10-15,168 days
7080,D2,6,2010-01-31,2010-06-30,150 days
7080,Sin sequia,60,2011-05-31,2015-03-15,1384 days
7081,D0,27,2017-05-15,2018-06-15,396 days
7081,D1,9,2004-09-30,2005-05-31,243 days
7081,D2,4,2009-09-30,2009-12-31,92 days
7081,D3,2,2010-01-31,2010-02-28,28 days
7081,Sin sequia,51,2020-09-30,2022-10-31,761 days
7082,D0,17,2017-05-15,2018-01-15,245 days
7082,D1,20,2019-03-31,2020-01-15,290 days
7082,D2,5,2009-09-30,2010-01-31,123 days
7082,D3,1,2010-02-28,2010-02-28,0 days
7082,Sin sequia,42,2013-05-31,2015-06-15,745 days
7083,D0,12,2016-11-30,2017-05-15,166 days
7083,D1,21,2018-11-30,2019-09-30,304 days
7083,D2,3,2009-09-30,2009-11-30,61 days
7083,Sin sequia,23,2011-05-31,2013-03-31,670 days
7084,D0,5,2003-02-28,2003-06-30,122 days
7084,D1,8,2004-09-30,2005-04-30,212 days
7084,D2,4,2009-09-30,2009-12-31,92 days
7084,D3,5,2018-08-31,2018-10-31,61 days
7084,Sin sequia,54,2020-05-15,2022-07-31,807 days
7085,D0,13,2023-10-31,2024-04-30,182 days
7085,D1,9,2004-09-30,2005-05-31,243 days
7085,D2,2,2009-09-30,2009-10-31,31 days
7085,D3,1,2010-02-28,2010-02-28,0 days
7085,Sin sequia,42,2013-05-31,2015-06-15,745 days
7086,D0,15,2023-09-30,2024-04-30,213 days
7086,D1,9,2004-09-30,2005-05-31,243 days
7086,D2,4,2010-03-31,2010-06-30,91 days
7086,D3,1,2010-02-28,2010-02-28,0 days
7086,Sin sequia,18,2011-07-31,2012-12-31,519 days
7087,D0,6,2008-10-31,2009-03-31,151 days
7087,D1,5,2016-04-15,2016-06-15,61 days
7087,D2,2,2009-09-30,2009-10-31,31 days
7087,D3,4,2010-04-30,2010-07-31,92 days
7087,Sin sequia,59,2013-06-30,2016-03-15,989 days
7088,D0,5,2003-02-28,2003-06-30,122 days
7088,D1,8,2004-09-30,2005-04-30,212 days
7088,D2,8,2018-08-15,2018-11-30,107 days
7088,D3,2,2010-04-30,2010-05-31,31 days
7088,Sin sequia,61,2020-02-15,2022-08-15,912 days
7089,D0,15,2018-09-15,2019-04-15,212 days
7089,D1,10,2021-12-31,2022-05-15,135 days
7089,D2,13,2016-04-30,2016-10-31,184 days
7089,D3,4,2010-04-30,2010-07-31,92 days
7089,Sin sequia,21,2005-06-30,2007-02-28,608 days
7090,D0,3,2003-06-30,2003-09-30,92 days
7090,D1,9,2004-09-30,2005-05-31,243 days
7090,D2,6,2018-08-15,2018-10-31,77 days
7090,D3,1,2010-02-28,2010-02-28,0 days
7090,Sin sequia,44,2013-05-31,2015-07-15,775 days
7091,D0,10,2017-07-15,2017-11-30,138 days
7091,D1,9,2004-09-30,2005-05-31,243 days
7091,D2,6,2018-08-15,2018-10-31,77 days
7091,D3,2,2010-04-30,2010-05-31,31 days
7091,Sin sequia,44,2013-05-31,2015-07-15,775 days
7092,D0,13,2019-11-15,2020-05-15,182 days
7092,D1,8,2004-10-31,2005-05-31,212 days
7092,D2,6,2018-08-15,2018-10-31,77 days
7092,D3,1,2010-02-28,2010-02-28,0 days
7092,Sin sequia,43,2013-05-31,2015-06-30,760 days
7093,D0,16,2015-02-15,2015-09-30,227 days
7093,D1,18,2018-08-31,2019-05-15,257 days
7093,D2,9,2009-09-30,2010-05-31,243 days
7093,Sin sequia,33,2013-05-31,2015-01-31,610 days
7094,D0,21,2015-02-15,2015-12-15,303 days
7094,D1,7,2004-09-30,2005-03-31,182 days
7094,D2,9,2009-09-30,2010-05-31,243 days
7094,Sin sequia,21,2011-07-31,2013-03-31,609 days
7096,D0,17,2017-05-15,2018-01-15,245 days
7096,D1,9,2004-09-30,2005-05-31,243 days
7096,D2,7,2018-07-31,2018-10-31,92 days
7096,D3,3,2009-12-31,2010-02-28,59 days
7096,Sin sequia,53,2020-05-31,2022-07-31,791 days
7097,D0,11,2020-11-30,2021-04-30,151 days
7097,D1,15,2023-09-30,2024-04-30,213 days
7097,D2,6,2010-01-31,2010-06-30,150 days
7097,Sin sequia,30,2010-07-31,2012-12-31,884 days
7098,D0,12,2021-10-15,2022-03-31,167 days
7098,D1,9,2004-09-30,2005-05-31,243 days
7098,D2,9,2009-09-30,2010-05-31,243 days
7098,Sin sequia,36,2013-05-31,2015-03-15,653 days
7099,D0,18,2021-09-30,2022-06-15,258 days
7099,D1,10,2018-12-15,2019-04-30,136 days
7099,D2,7,2018-08-31,2018-11-30,91 days
7099,Sin sequia,22,2011-07-31,2013-04-30,639 days
7100,D0,17,2017-05-15,2018-01-15,245 days
7100,D1,9,2004-09-30,2005-05-31,243 days
7100,D2,34,2018-07-31,2019-12-15,502 days
7100,D3,3,2009-12-31,2010-02-28,59 days
7100,Sin sequia,44,2013-05-31,2015-07-15,775 days
7101,D0,17,2023-08-31,2024-04-30,243 days
7101,D1,18,2019-03-15,2019-11-30,260 days
7101,D2,2,2009-12-31,2010-01-31,31 days
7101,D3,1,2010-02-28,2010-02-28,0 days
7101,Sin sequia,36,2013-05-31,2015-03-15,653 days
7102,D0,15,2018-09-15,2019-04-15,212 days
7102,D1,10,2021-12-31,2022-05-15,135 days
7102,D2,13,2016-04-30,2016-10-31,184 days
7102,D3,4,2010-04-30,2010-07-31,92 days
7102,Sin sequia,21,2005-06-30,2007-02-28,608 days
7103,D0,15,2018-09-15,2019-04-15,212 days
7103,D1,9,2023-06-15,2023-10-15,122 days
7103,D2,4,2010-01-31,2010-04-30,89 days
7103,D3,2,2010-05-31,2010-06-30,30 days
7103,Sin sequia,31,2010-08-31,2013-02-28,912 days
7104,D0,16,2023-06-15,2024-01-31,230 days
7104,D1,7,2004-09-30,2005-03-31,182 days
7104,D2,3,2009-09-30,2009-11-30,61 days
7104,Sin sequia,23,2011-05-31,2013-03-31,670 days
7105,D0,15,2018-09-15,2019-04-15,212 days
7105,D1,10,2015-11-30,2016-04-15,137 days
7105,D2,13,2016-04-30,2016-10-31,184 days
7105,D3,2,2010-05-31,2010-06-30,30 days
7105,Sin sequia,31,2010-08-31,2013-02-28,912 days
7106,D0,12,2021-10-15,2022-03-31,167 days
7106,D1,22,2018-11-30,2019-10-15,319 days
7106,D2,9,2009-09-30,2010-05-31,243 days
7106,Sin sequia,21,2011-07-31,2013-03-31,609 days
7107,D0,6,2003-09-30,2004-03-31,183 days
7107,D1,15,2023-09-30,2024-04-30,213 days
7107,D2,6,2010-01-31,2010-06-30,150 days
7107,Sin sequia,36,2013-05-31,2015-03-15,653 days
7108,D0,15,2016-11-30,2017-06-30,212 days
7108,D1,17,2019-02-15,2019-10-15,242 days
7108,D2,6,2010-01-31,2010-06-30,150 days
7108,Sin sequia,20,2011-05-31,2012-12-31,580 days
7109,D0,17,2017-05-15,2018-01-15,245 days
7109,D1,9,2004-09-30,2005-05-31,243 days
7109,D2,10,2019-06-15,2019-10-31,138 days
7109,D3,2,2010-01-31,2010-02-28,28 days
7109,Sin sequia,44,2013-05-31,2015-07-15,775 days
7110,D0,12,2021-10-15,2022-03-31,167 days
7110,D1,9,2004-09-30,2005-05-31,243 days
7110,D2,9,2009-09-30,2010-05-31,243 days
7110,Sin sequia,36,2013-05-31,2015-03-15,653 days
7111,D0,12,2021-10-15,2022-03-31,167 days
7111,D1,9,2004-09-30,2005-05-31,243 days
7111,D2,5,2009-09-30,2010-01-31,123 days
7111,D3,1,2010-02-28,2010-02-28,0 days
7111,Sin sequia,36,2013-05-31,2015-03-15,653 days
7112,D0,18,2022-12-15,2023-09-15,274 days
7112,D1,34,2018-08-31,2020-01-15,502 days
7112,D2,9,2009-09-30,2010-05-31,243 days
7112,Sin sequia,42,2013-05-31,2015-06-15,745 days
7113,D0,28,2017-06-15,2018-07-31,411 days
7113,D1,9,2004-09-30,2005-05-31,243 days
7113,D2,5,2009-09-30,2010-01-31,123 days
7113,D3,1,2010-02-28,2010-02-28,0 days
7113,Sin sequia,42,2013-05-31,2015-06-15,745 days
7114,D0,6,2004-08-31,2005-01-31,153 days
7114,D1,5,2009-01-31,2009-05-31,120 days
7114,D2,21,2023-06-30,2024-04-30,305 days
7114,D3,27,2018-10-31,2019-11-30,395 days
7114,Sin sequia,45,2011-07-31,2014-08-31,1127 days
7115,D0,23,2021-09-30,2022-08-31,335 days
7115,D1,11,2016-07-31,2016-12-31,153 days
7115,D2,6,2023-07-15,2023-09-30,77 days
7115,D3,1,2007-06-30,2007-06-30,0 days
7115,Sin sequia,33,2011-07-31,2014-02-28,943 days
7116,D0,13,2022-02-15,2022-08-15,181 days
7116,D1,5,2009-01-31,2009-05-31,120 days
7116,D2,21,2023-06-30,2024-04-30,305 days
7116,D3,14,2018-10-31,2019-05-15,196 days
7116,Sin sequia,45,2011-07-31,2014-08-31,1127 days
7117,D0,14,2023-09-15,2024-03-31,198 days
7117,D1,6,2004-09-30,2005-02-28,151 days
7117,D2,6,2010-01-31,2010-06-30,150 days
7117,Sin sequia,23,2011-05-31,2013-03-31,670 days
7118,D0,26,2017-06-15,2018-06-30,380 days
7118,D1,9,2004-09-30,2005-05-31,243 days
7118,D2,4,2009-09-30,2009-12-31,92 days
7118,D3,2,2010-01-31,2010-02-28,28 days
7118,Sin sequia,42,2013-05-31,2015-06-15,745 days
7119,D0,23,2017-08-31,2018-07-31,334 days
7119,D1,9,2004-09-30,2005-05-31,243 days
7119,D2,5,2009-09-30,2010-01-31,123 days
7119,D3,1,2010-02-28,2010-02-28,0 days
7119,Sin sequia,42,2013-05-31,2015-06-15,745 days
7120,D0,6,2008-10-31,2009-03-31,151 days
7120,D1,12,2019-04-30,2019-10-15,168 days
7120,D2,6,2010-01-31,2010-06-30,150 days
7120,Sin sequia,60,2011-05-31,2015-03-15,1384 days
7121,D0,19,2017-06-15,2018-03-15,273 days
7121,D1,9,2004-09-30,2005-05-31,243 days
7121,D2,4,2009-09-30,2009-12-31,92 days
7121,D3,2,2010-01-31,2010-02-28,28 days
7121,Sin sequia,44,2013-05-31,2015-07-15,775 days
7122,D0,6,2003-09-30,2004-03-31,183 days
7122,D1,14,2016-05-31,2016-12-15,198 days
7122,D2,6,2010-01-31,2010-06-30,150 days
7122,Sin sequia,36,2013-05-31,2015-03-15,653 days
7123,D0,12,2021-10-15,2022-03-31,167 days
7123,D1,9,2004-09-30,2005-05-31,243 days
7123,D2,6,2009-12-31,2010-05-31,151 days
7123,Sin sequia,18,2011-07-31,2012-12-31,519 days
7124,D0,10,2019-12-31,2020-05-15,136 days
7124,D1,8,2004-10-31,2005-05-31,212 days
7124,D2,6,2018-08-15,2018-10-31,77 days
7124,D3,1,2010-02-28,2010-02-28,0 days
7124,Sin sequia,54,2020-05-31,2022-08-15,806 days
7125,D0,13,2021-09-30,2022-03-31,182 days
7125,D1,12,2019-04-30,2019-10-15,168 days
7125,D2,6,2010-01-31,2010-06-30,150 days
7125,Sin sequia,60,2011-05-31,2015-03-15,1384 days
8001,D0,14,2019-03-15,2019-09-30,199 days
8001,D1,9,2012-05-31,2013-01-31,245 days
